Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
238    238    1637862276725247985    36.405715    78.223175    99.273457    1.000000    1.000000    1.000000    17.317533    20.038084    20.398199
239    239    1637862276735323724    36.502018    78.221603    99.248303    1.000000    1.000000    1.000000    17.322039    20.077825    20.258248
240    240    1637862277268080831    33.906717    36.366611    1.877028    1.000000    1.000000    1.000000    17.487932    19.778285    19.535286
241    241    1637862278163322403    30.238745    17.542879    1.117017    1.000000    1.000000    1.000000    17.444324    18.374401    17.098101
242    242    1637862278173414137    30.325458    17.542696    99.090999    1.000000    1.000000    1.000000    17.444135    18.359111    17.294355
243    243    1637862278183496181    30.411990    17.542578    99.186236    1.000000    1.000000    1.000000    17.444215    18.345032    17.507727
244    244    1637862278193577452    30.498307    17.542488    99.193842    1.000000    1.000000    1.000000    17.444188    18.330262    17.422795
245    245    1637862278203655411    30.584421    17.542437    99.226441    1.000000    1.000000    1.000000    17.443797    18.314031    17.131762
246    246    1637862278213733877    30.670317    17.542372    99.221449    1.000000    1.000000    1.000000    17.443790    18.299466    17.438242
247    247    1637862278223813841    30.755993    17.542284    99.206704    1.000000    1.000000    1.000000    17.443568    18.283758    17.266108
248    248    1637862278233895023    30.841450    17.542212    99.194717    1.000000    1.000000    1.000000    17.443659    18.269800    17.516792
249    249    1637862278243976321    30.926694    17.542118    99.193576    1.000000    1.000000    1.000000    17.443452    18.254365    17.277446
250    250    1637862278254055182    31.011734    17.542061    99.217560    1.000000    1.000000    1.000000    17.443011    18.237853    17.089353
251    251    1637862278264132887    31.096568    17.542011    99.228942    1.000000    1.000000    1.000000    17.445091    18.233241    19.115683
252    252    1637862278274211053    31.181189    17.541910    99.224403    1.000000    1.000000    1.000000    17.445021    18.218683    17.388798
253    253    1637862278284289182    31.265600    17.541840    99.224767    1.000000    1.000000    1.000000    17.445102    18.204547    17.509986
254    254    1637862278294369049    31.349796    17.541773    99.207658    1.000000    1.000000    1.000000    17.444831    18.177194    17.226916
255    255    1637862278304448095    31.433786    17.541719    99.215739    1.000000    1.000000    1.000000    17.444380    18.160768    17.079956
256    256    1637862278314528441    31.517563    17.541626    99.202944    1.000000    1.000000    1.000000    17.444288    18.145761    17.369900
257    257    1637862278324609129    31.601132    17.541656    99.199578    1.000000    1.000000    1.000000    17.444023    18.129385    17.230054
258    258    1637862278334687791    31.684503    17.541977    99.219519    1.000000    1.000000    1.000000    17.444064    18.110980    17.477266
259    259    1637862278344766708    31.767668    17.541960    99.217009    1.000000    1.000000    1.000000    17.443706    18.088950    17.152843
260    260    1637862278354844984    31.850630    17.541946    99.223320    1.000000    1.000000    1.000000    17.443327    18.068076    17.135766
261    261    1637862278364922260    31.933393    17.541929    99.233166    1.000000    1.000000    1.000000    17.443156    18.049233    17.304026
262    262    1637862278375004669    32.015933    17.541830    99.182646    1.000000    1.000000    1.000000    17.443060    18.030814    17.364833
263    263    1637862278385087486    32.098268    17.541752    99.178632    1.000000    1.000000    1.000000    17.443349    18.014397    17.678906
264    264    1637862278395166627    32.180417    17.541689    99.214804    1.000000    1.000000    1.000000    17.443547    17.996923    17.605117
265    265    1637862278405250466    32.262346    17.541601    99.168581    1.000000    1.000000    1.000000    17.443723    17.980079    17.587836
266    266    1637862278415334439    32.344074    17.541464    99.167263    1.000000    1.000000    1.000000    17.443869    17.962888    17.563391
267    267    1637862278425430265    32.425557    17.541239    99.050835    1.000000    1.000000    1.000000    17.444068    17.947178    17.606250
268    268    1637862278435505274    32.506922    17.541220    99.255494    1.000000    1.000000    1.000000    17.444398    17.931376    17.715325
269    269    1637862278445581939    32.588083    17.541210    99.239183    1.000000    1.000000    1.000000    17.444656    17.916048    17.656385
270    270    1637862278512151647    32.448068    24.114382    15.021847    1.000000    1.000000    1.000000    17.463721    17.325393    19.836513
271    271    1637862278522222601    32.528578    83.588699    99.295459    1.000000    1.000000    1.000000    17.467567    17.985847    20.657261
272    272    1637862278532288053    32.608916    83.594818    99.349736    1.000000    1.000000    1.000000    17.471331    18.078579    20.598819
273    273    1637862278542353681    32.689061    83.598640    99.347999    1.000000    1.000000    1.000000    17.475178    18.167423    20.674256
274    274    1637862278552424099    32.768994    83.601173    99.300744    1.000000    1.000000    1.000000    17.478932    18.256715    20.603813
275    275    1637862278562491097    32.848749    83.603722    99.334479    1.000000    1.000000    1.000000    17.482586    18.352057    20.528964
276    276    1637862278572556152    32.928321    83.606850    99.353655    1.000000    1.000000    1.000000    17.485910    18.431243    20.260044
277    277    1637862278582624103    33.007691    83.609650    99.325076    1.000000    1.000000    1.000000    17.489518    18.522143    20.504287
278    278    1637862278592690507    33.086878    83.613098    99.340340    1.000000    1.000000    1.000000    17.492713    18.596522    20.166380
279    279    1637862278602756075    33.165880    83.616760    99.348591    1.000000    1.000000    1.000000    17.496219    18.685118    20.433344
280    280    1637862278612823491    33.244686    83.619423    99.330354    1.000000    1.000000    1.000000    17.499282    18.768735    20.067351
281    281    1637862278622889600    33.323309    83.622131    99.343252    1.000000    1.000000    1.000000    17.502781    18.805920    20.441341
282    282    1637862278632955643    33.401746    83.624954    99.343903    1.000000    1.000000    1.000000    17.505729    18.878778    19.983683
283    283    1637862278643022813    33.479993    83.627510    99.332782    1.000000    1.000000    1.000000    17.508656    18.947921    19.972352
284    284    1637862278653087861    33.558062    83.630959    99.353724    1.000000    1.000000    1.000000    17.511635    19.026419    20.022043
285    285    1637862278663153728    33.635943    83.634041    99.345640    1.000000    1.000000    1.000000    17.514519    19.106962    19.947651
286    286    1637862278673220188    33.713638    83.637268    99.339788    1.000000    1.000000    1.000000    17.517443    19.180488    19.987403
287    287    1637862278683285918    33.791152    83.640762    99.346992    1.000000    1.000000    1.000000    17.520315    19.256885    19.949439
288    288    1637862278693352563    33.868479    83.643570    99.337962    1.000000    1.000000    1.000000    17.525516    19.381884    21.928746
289    289    1637862278703419488    33.945623    83.646362    99.335199    1.000000    1.000000    1.000000    17.528373    19.460474    19.950102
290    290    1637862278713488534    34.022578    83.648514    99.314275    1.000000    1.000000    1.000000    17.531246    19.540068    19.968631
291    291    1637862278723555370    34.099360    83.650948    99.336077    1.000000    1.000000    1.000000    17.534081    19.614201    19.942700
292    292    1637862278733622062    34.175962    83.654617    99.337498    1.000000    1.000000    1.000000    17.536882    19.686032    19.920248
293    293    1637862278743691219    34.252375    83.657799    99.313180    1.000000    1.000000    1.000000    17.539721    19.750054    19.956288
294    294    1637862278753756472    34.328624    83.661041    99.351700    1.000000    1.000000    1.000000    17.542539    19.815839    19.945836
295    295    1637862278763822790    34.404690    83.665131    99.341189    1.000000    1.000000    1.000000    17.545366    19.882511    19.958884
296    296    1637862278773889016    34.480580    83.669273    99.342097    1.000000    1.000000    1.000000    17.548173    19.949543    19.946940
297    297    1637862278783956312    34.556287    83.675934    99.331538    1.000000    1.000000    1.000000    17.550976    20.015523    19.949367
298    298    1637862278794022920    34.631821    83.677895    99.338327    1.000000    1.000000    1.000000    17.553774    20.078344    19.950730
299    299    1637862278804087884    34.707186    83.680618    99.354553    1.000000    1.000000    1.000000    17.556556    20.142630    19.943377
300    300    1637862279011170183    34.008127    60.118008    4.828998    1.000000    1.000000    1.000000    17.587661    19.661978    18.885968
301    301    1637862279021259149    34.082261    60.115837    99.118185    1.000000    1.000000    1.000000    17.587818    19.602745    17.725603
302    302    1637862279031326325    34.156310    60.115631    99.332723    1.000000    1.000000    1.000000    17.586172    19.512752    16.137627
303    303    1637862279041392150    34.230197    60.115604    99.346055    1.000000    1.000000    1.000000    17.584557    19.421718    16.161015
304    304    1637862279051458144    34.303915    60.116138    99.344387    1.000000    1.000000    1.000000    17.582905    19.331383    16.125879
